Pergunta,Resposta
,"A seguradora tem o prazo de 30 dias para indenizar o segurado ou seus beneficiários após a solicitação e entrega dos documentos básicos,porém esse prazo pode ser suspenso caso necessite de mais documentos."
,"O Programa Aporte Único é um programa para beneficiar os cooperados que fazem suas compras nos cartões Mastercard e Visa da Unicred. Em parceria com a Quanta é possível resgatar os pontos e utilizar como aportes no Plano Precaver. 

Para transformar as compras do cartão em aporte em seu Plano de Previdência Precaver, o procedimento é o seguinte: Acesse o site Portal Unicred > Selecione o link para o Programa > Faça a troca de seus pontos por valor de aporte no seu Plano de previdência. Através do app do cartão, também é possível realizar a troca 

Após a conversão dos pontos, estes valores passam a integrar o saldo de previdência do participante na semana seguinte a solicitação e cotiza de acordo com a data que entrar no recurso."
,"Para manter o seu poder de compra no futuro a Quanta realiza anualmente, no mês de junho, uma atualização no valor da contribuição básica individual, levando em conta a variação do IPCA (Índice Nacional de Preços ao Consumidor Amplo), acumulada entre o mês de Abril do ano anterior e o mês de março do ano de aplicação da atualização.  Já o valor da contribuição para benefícios de risco será recalculado no mês de junho de cada ano com base no capital segurado reajustado conforme regulamento e a idade atual do participante.  Assim, quando entrar em benefício, o seu poder de compra será mantido. 🥳"
,"O Plano possui como objetivo de rentabilidade superar o CDI, esse índice pode sofrer alterações que serão atualizadas na Política de Investimentos.<br>
Para visualizar a rentabilidade do seu plano acesse a área restrita do plano ou o aplicativo do plano."
,"A proteção familiar é um diferencial dentro do plano, então quando o capital segurado é deferido pela seguradora, ela repassada o valor para a Quanta de forma isenta e a Quanta aloca na conta do participante somando ao saldo acumulado e transformado em renda mensal. No momento de receber a renda, o valor repassado será tributado. "
,"Eu não consigo ajudar com este tipo de diálogo. 

O que você prefere fazer?"
,"Se você contratou uma proteção e vai morar no exterior, não se preocupe, ela ainda estará válida.   Apenas será necessário que os beneficiários do plano, em caso de acionamento de pecúlio, possuam uma conta válida no Brasil para recebimento. "
,"A sua ficha proposta de adesão e o regulamento da proteção familiar podem ser solicitados diretamente para a Central de Relacionamento, clicando no ícone abaixo “e-mail”. Outros documentos como extrato, informe de rendimentos, regulamento do plano e certificado do plano você encontra na área restrita do plano através do site e no aplicativo. "
,"Conforme regulamento, os valores do seu plano de previdência são divididos em subcontas, sendo alocados de acordo com o tipo de contribuição realizada. Abaixo estão mais informações sobre cada uma delas.

• Subconta Participante: Contribuições Mensais para a Aposentadoria.
• Subconta Contribuições Extras - Participante: Aportes extras realizados pelo participante.
• Subconta Contribuições Empregador/Instituidor: Contribuições pagas pelo empregador do participante.
• Subconta Portabilidade Aberta: Valores pagos pelo participante à entidade aberta antes de portar os recursos para a Quanta.
• Subconta Portabilidade Fechada: Valores pagos pelo participante à entidade fechada antes de portar os recursos para a Quanta."
,"Os planos administrados pela Quanta, utilizam a Tabua Atuarial BR-EMSsb – 2015 – f. Esta tábua prevê, para pessoas de 60 anos, por exemplo, uma expectativa de vida de 29,4 anos. Ou seja, 2 anos a mais, se comparada à AT 2000 F, antiga tábua utilizada. Em média, ao longo das idades, a tábua prevê um ganho na expectativa de vida de 1,64 anos se comparada com a utilizada anteriormente."
,"Vamos por partes, conversão é o momento no qual a instituição vai calcular o valor da renda de aposentadoria a partir do saldo acumulado. Para realizar esse cálculo é necessário aplicar o fator de conversão, que é uma combinação de tábua de sobrevivência + taxa de juros. A tábua serve para estimar quanto tempo o participante vai viver, e, portanto, por quanto tempo a renda de aposentadoria deve durar. A taxa de juros serve para estimar o quanto o dinheiro vai render, mas a maioria dos planos PGBLs e VGBLs possuem 0% de taxa de juros na conversão, é como se o saldo não rendesse mais, isso faz com que a renda de aposentadoria seja baixa. <br>
Os planos da Quanta utilizam tábua de sobrevivência + taxa de juros de 4,10% e a atualização da renda é realizada anualmente considerando 100% da rentabilidade sobre o saldo do participante."
,"Não se preocupe, somos muito transparentes e acompanhando as tendências de mercado, passamos a utilizar diferentes taxas de juros nos simuladores de projeção para cada Perfil de Investimento. <b><b> Em nossas projeções para todos os Perfis, nós utilizávamos 6% de taxa de juros como rentabilidade projetada. <b><b>Agora ficou assim: o Perfil de Renda Fixa tem uma taxa 4,5% ao ano, trazendo maior conservadorismo na projeção, no Perfil Quanta as projeções seguem com a taxa de 6% ao ano e o Perfil Renda Variável a projeção será de 7,5% ao ano, dado que esse Perfil possui maior risco de volatilidade, vislumbrando maiores retornos. "
,"É possível ter mais de um plano da Quanta sim 🥳

Não é possível ter dois planos do mesmo sistema, ou seja, é possível ter Precaver e Prevcoop, Precaver e Cooprev ou Prevcoop e Cooprev. "
,"O Plano  não pode ser comparado ao um título público federal pois são investimentos distintos com objetivos diferentes.  O Tesouro direto é um programa de venda de títulos públicos ativos de renda fixa, com o menor risco de crédito, pois os títulos públicos são 100% garantidos pelo Tesouro Nacional. Alguns desses títulos possuem baixíssima volatilidade, enquanto outros podem apresentar oscilações de preço ao longo do tempo. É uma modalidade onde você empresta dinheiro e em troca recebe no futuro uma remuneração por este empréstimo.  O Plano é um planejamento previdenciário, o participante terá seu saldo acumulado rentabilizado de acordo com o perfil de investimento escolhido onde com o saldo acumulado poderá ser resgatado ou então convertido em renda de acordo com a escolha do participante. Logo, o Plano possui flexibilidade, pois no plano, devido aos perfis de investimentos (Renda Fixa, Quanta e Renda Variável) o participante pode ter acesso tanto a investimentos do segmento de renda fixa quanto a investimentos do segmento de renda variável, investimentos estruturados e investimentos no exterior. "
,"No recebimento de renda por morte ou invalidez, o Imposto de Renda incidirá sobre o valor total da renda mensal e será retido na fonte de acordo com a tabela escolhida pelo participante: progressiva ou regressiva.

A tabela progressiva, considera o valor da renda recebida. Quanto maior a renda mensal, maior será a alíquota, que incidirá sobre o valor total recebido, de acordo com a tabela vigente da Receita Federal. O participante que opta pela tabela progressiva deverá ajustar os valores recebidos na previdência (renda ou resgate) em sua Declaração Anual de Imposto de Renda.

A tabela regressiva, considera o prazo de acumulação. Quanto mais tempo o recurso permanecer no plano, menor será a alíquota que incidirá sobre o valor total recebido. De acordo com a Lei nº 11.196/2005 (art. 95)os participantes que optaram por esta tabela possuem uma condição especial para benefícios não-programáveis: alíquota de 25% quando o prazo de acumulação for inferior ou igual a 6 anos, permanecendo decrescente as demais faixas da tabela, de 20%, 15% e 10%, quando o prazo de acumulação for superior a 6, 8 e 10 anos respectivamente."
,"Temos uma ótima notícia!  Mesmo que você não tenha mais vínculo ativo em sua cooperativa, você pode manter seu plano ativo conosco, a única alteração de fato é que a forma de pagamento passa a ser exclusivamente através de boleto, pois não possuímos débito para outros bancos além das cooperativas parceiras.  Se você desejar podemos alterar sua forma de pagamento para boleto, basta clicar no ícone abaixo e-mail e registrar sua solicitação. "
,"Eu sou uma inteligência artificial que possui toda expertise dos Quanters e fui preparada para ajudar no seu planejamento previdenciário. Posso não ter pulmões reais, mas respiro confiança e inspiro excelência. :wink:"
,"Para acessar a Central de Relacionamento da Quanta Previdência Cooperativa via telefone, basta discar  0800 942 1551. Nosso horário de atendimento online:  De segunda a sexta-feira, das 9 às 18 horas. "
